product_id,product_name
931,Vegetable - Base
932,"Hickory Smoke, Liquid"
933,Lid - 16 Oz And 32 Oz
934,Juice - Apple Cider
935,"Bread - Bagels, Plain"
936,Tuna - Salad Premix
937,Pumpkin
938,Cheese - Pied De Vents
939,Pasta - Agnolotti - Butternut
940,Hinge W Undercut
941,Figs
942,Gatorade - Cool Blue Raspberry
943,Flower - Commercial Bronze
944,Sole - Iqf
945,Container Clear 8 Oz
946,Dasheen
947,Wine - Pinot Noir Latour
948,"Gingerale - Schweppes, 355 Ml"
949,"Bread - Crumbs, Bulk"
950,Carbonated Water - Blackberry
951,Lid Tray - 16in Dome
952,Wine - Shiraz South Eastern
953,Bamboo Shoots - Sliced
954,Pastry - Chocolate Chip Muffin
955,"Potatoes - Yukon Gold, 80 Ct"
956,"Beef - Tenderlion, Center Cut"
957,Milk - 1%
958,Steampan - Lid For Half Size
959,Couscous
960,Mahi Mahi
961,Pork - Bones
962,Bread - Pita
963,Uniform Linen Charge
964,Maple Syrup
965,Corn Syrup
966,Nut - Pumpkin Seeds
967,Mudslide
968,Spice - Paprika
969,"Soup - Knorr, Veg / Beef"
970,Cheese Cloth No 100
971,Dates
972,"Roe - Lump Fish, Black"
973,Black Currants
974,Jameson - Irish Whiskey
975,Parsley Italian - Fresh
976,Chinese Foods - Cantonese
977,Shark - Loin
978,"Wine - Red, Mosaic Zweigelt"
979,Cream - 35%
980,Tofu - Soft
981,Garbag Bags - Black
982,Beans - Butter Lrg Lima
983,"Brownies - Two Bite, Chocolate"
984,Basil - Fresh
985,Cloves - Whole
986,Creme De Cacao White
987,Muffin Orange Individual
988,Sauce - Mint
989,Flower - Commercial Bronze
990,Puree - Blackcurrant
991,Island Oasis - Sweet And Sour Mix
992,"Chicken - Thigh, Bone In"
993,Juice - Orange
994,Cheese - Wine
995,Pork - Caul Fat
996,Tea - Honey Green Tea
997,Parsley - Dried
998,"Wine - Red, Mouton Cadet"
999,"Bread - Rolls, Rye"
1000,Nantucket - 518ml
